video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
R5phEt-KJuE,17.14.11,범죄도시는 도대체 왜 흥행했나,빨강도깨비,1,2017-11-11T02:01:57.000Z,"영화|""영화리뷰""|""시네마""|""개봉작""|""극장""|""무비""|""패러디""|""예고편""|""영화소개""|""코메디""|""액션""|""SF""|""슈퍼히어로""|""드라마""|""멜로""|""어드벤쳐""|""스릴러""|""악마의편집""|""베스트""|""순위""|""흥행기록""|""비하인드""|""스타""|""연예인""|""배우""|""다시보기""|""감독""|""촬영""|""편집""|""빨강도깨비""|""범죄도시""|""마동석""|""마요미""",215525,1698,79,535,https://i.ytimg.com/vi/R5phEt-KJuE/default.jpg,FALSE,FALSE,FALSE,"전국관객 650만명, 올해 박스오피스 통산 5위, 역대 청불등급 영화 중 3위. 아마도 올해 극장가에서 가장 이변의 흥행신화는 바로 마요미의 마력, 범죄도시일겁니다. 아무도 관심 갖지 않았던 이 영화가 이토록 흥행한 이유는 무엇일까요?\n\n★ 영상에 등장하는 영화\n- 범죄도시 (2017)\n- 국제시장\n- 베테랑\n- 보안관\n- 부산행\n- 악녀\n- 하루\n- 용의자\n- 청년경찰\n- 판도라\n- 공조"
WyvtwqaWCy8,17.14.11,171113 WannaOne (워너원) - Nothing Without You (Intro.) @ Wanna One Comeback Show,Skpb K-Music Live,22,2017-11-13T10:06:21.000Z,"WannaOne|""워너원""|""Nothing Without You""|""171113""|""Wanna One Comeback Show""|""Comeback Show""|""Wanna One Comeback""",44083,1527,9,54,https://i.ytimg.com/vi/WyvtwqaWCy8/default.jpg,FALSE,FALSE,FALSE,WannaOne (워너원) - Nothing Without You (Intro.)\n171113 Wanna One Comeback Show Nothing Without You\nPyeongchang\nLive Performance
vHdEl9deG4I,17.14.11,트럼프 세레모니로 보는 한중일 삼국삼색 예우법,가벼운,25,2017-11-09T13:41:55.000Z,"트럼프|""아베""|""문재인""|""시진핑""",341243,1966,186,1091,https://i.ytimg.com/vi/vHdEl9deG4I/default.jpg,FALSE,FALSE,FALSE,
cwcof34YxVQ,17.14.11,(충격!)이 시점에 이명박이 두바이로 가는 충격적인 이유!  이런 이유였다니..,Sion TV,22,2017-11-11T15:44:06.000Z,[none],146317,472,204,259,https://i.ytimg.com/vi/cwcof34YxVQ/default.jpg,FALSE,FALSE,FALSE,이 시점에 이명박이 두바이로 가는 충격적인 이유!  이런 이유였다니..
zOOmEDwPJX0,17.14.11,Jannat (Full Song) Aatish - Latest Punjabi Song 2017 - New Punjabi Songs 2017 - WHM,White Hill Music,10,2017-11-11T12:02:09.000Z,"Aatish new punjabi song 2017|""latest punjabi songs 2017 Aatish""|""new punjabi songs 2017 Jannat""|""latest punjabi song 2017 Jannat""|""new songs 2017 Aatish""|""latest song 2017 Aatish""|""Aatish""|""punjabi songs 2017 Aatish""|""punjabi music videos Aatish""|""Jannat punjabi song 2017""|""new punjabi songs""|""latest punjabi songs""|""new songs""|""latest songs""|""songs 2017""|""punjabi""|""Aatish songs""|""Jannat by Aatish""|""punjabi song""|""whte hill""|""aatish taare""|""romantic songs punjabi""",2348107,32834,710,1743,https://i.ytimg.com/vi/zOOmEDwPJX0/default.jpg,FALSE,FALSE,FALSE,"A WHITE HILL MUSIC Presentation\nProduced by : Gunbir Singh Sidhu and Manmord Sidhu\nPresentation : Umesh Karmawala\n\nSong : Jannat \nSinger : Aatish\nLyrics : Nirmaan\nMusic : Goldboy\nHOD (Music) : Tej Gobind Singh\nHOD (Production) : Vikram Kohli\nHOD (Content & Creative) : Raj Tiwana\nVideo : Tru Makers\nDop : Gagan Randhawa \nDirector : Dilsher Singh & Kushal Singh\nMix & Master : Sameer (Mumbai)\nYouTube Promotions By - KixTix Media P Ltd\nStill & Making : WaheguruFilms (Gagandeep Singh & Satveer Singh)\nFacebook Promotions : Soul Media\n\niTunes : https://itunes.apple.com/album/jannat-single/1306695740?app=itunes&ign-itsct=1306695740-1306695740&ign-itscg=0176&ign-mpt=uo%3D4\nGaana : https://gaana.com/album/jannat-punjabi\nSaavn : https://www.saavn.com/s/album/punjabi/Jannat-2017/nb-mZ5tbnD8_\nSpotify : https://open.spotify.com/album/6Glz05g3yywf60rajFigTh\nAmazon : https://www.amazon.com/Jannat-Aatish/dp/B0774KF445/ref=sr_1_1?s=dmusic&ie=UTF8&qid=1510303291&sr=1-1-mp3-albums-bar-strip-0&keywords=jannat+by+aatish\nJio : http://share.media.jio.com/MTA0NF8xMDQzNzY0XzFec29uZ15jMjl1YVdGemRXUm9hWEoyWVdkeVpXTm9ZUzB4TVE9PQ==\n\nOperator Codes :- Airtel Subscribers Direct Dial to 5432116407148 Set as Hello tune \nhttps://www.airtelhellotunes.in/single/index/vcode/009164000007148\nVodafone Subscribers for Caller Tune Direct Dial 5379913374\nIdea Subscribers for Dialer Tone Direct Dial 567899913374\nAircel Subscribers SMS DT SPACE 6896405 to 53000\nBSNL North Subscribers SMS BT SPACE 6896405 to 56700\nBSNL South Subscribers SMS BT SPACE  9913374to 56700\n\n\nPublished Year : 2017\nCopyright : White Hill Music & Entertainment Private Limited\nF-545,1st Floor,Phase -8A Industrial Area,Mohali - 160059\n\nDigitally Powered By : One Digital Entertainment\n\nSubscribe us on :-\nYouTube : http://bit.ly/WhiteHillProduction\nFacebook : https://www.facebook.com/whitehillproduction & \nhttps://www.facebook.com/whitehillmusic\nTwitter : https://twitter.com/whitehillproduc\nInstagram : https://www.instagram.com/whitehillmusic/\nWebsite : https://www.whitehillproduction.com"
_EdCoOqrj4s,17.14.11,백반토론 나는 짐이다 171113(월) 9595쇼 '어떻게 나가실 생각을 하냐? 내맘이지!',비디오세상만사,25,2017-11-13T04:44:29.000Z,"9595쇼|""백반토론""|""9595쇼 백반토론""|""배칠수 전영미 9595쇼""|""배칠수 전영미 백반토론""|""백반토론 풀버전""|""백반토론 다시듣기""|""9595쇼 다시듣기""|""주간모음""|""9595쇼 주간모음""|""백반토론 주간모음""|""김현정의 뉴스쇼""",28897,322,11,33,https://i.ytimg.com/vi/_EdCoOqrj4s/default.jpg,FALSE,FALSE,FALSE,"성대모사: 박근혜, 이명박, 전시녀, 배논객."
4S4I1cUK2xw,17.14.11,바른정당 이준석 폭로에 김무성 폭발 너 지금 말 다했냐?문재인 대통령 우병우에 분노 특별지시 처단하라!,Razenfurt,25,2017-11-11T12:02:06.000Z,[none],377469,892,423,136,https://i.ytimg.com/vi/4S4I1cUK2xw/default.jpg,FALSE,FALSE,FALSE,
m3NzK_u9FMI,17.14.11,"코미디언 정종철 아내 황규림 자살 유서 사망? 정종철 이혼 재혼 루머,",NHH Daily News Stories,22,2017-11-11T02:56:57.000Z,"nhhdailynewsstories|""UCZeyMmqsiIEGAAOs5tYQG4w""",205677,124,416,93,https://i.ytimg.com/vi/m3NzK_u9FMI/default.jpg,FALSE,FALSE,FALSE,"코미디언 정종철 아내 황규림 자살 유서 사망? 정종철 이혼 재혼 루머, \n[Subscribe My Channel]: https://goo.gl/UY2SGc"
nFTEV-B2qmE,17.14.11,"영화 1987 예고편 (김윤석, 하정우, 박희순, 이희준, 유해진, 김태리, 여진구, 강동원 등)",셋하나둘,24,2017-11-09T23:34:36.000Z,[none],290960,1369,98,895,https://i.ytimg.com/vi/nFTEV-B2qmE/default.jpg,FALSE,FALSE,FALSE,박종철 열사 고문치사 사건 영화화 - 장준환 감독 작품
5aB0Ux6sucY,17.14.11,"[변희재의 시사폭격] 대한애국당 최고위원, 서울시당위원장직 내려놓는다",미디어워치 TV,24,2017-11-12T08:51:33.000Z,"#대한애국당|""#변희재""|""#대한애국당 변희재""|""#대한애국당 변희재 최고위원""|""#대한애국당 정미홍""|""#대한애국당 허평환""|""#대한애국당 조원진""|""#변희재 직 사퇴""|""#변희재 사퇴""|""#변희재 미디어워치""|""#미디어워치 독자카페""|""#미디어워치 TV""|""#정규재""|""#변희재 정규재""|""#변희재 진중권""|""#변희재의 시사폭격""|""#미디어워치 변희재""|""#미디어워치 실시간 방송""|""#미디어워치 실시간 중계""|""#대한애국당 내홍""|""#대한애국당 창당""|""#태블릿피씨""|""#태블릿 최순실""|""#변희재 사퇴의 변""|""#변희재 사퇴 카페""",70801,3136,539,2049,https://i.ytimg.com/vi/5aB0Ux6sucY/default.jpg,FALSE,FALSE,FALSE,◆시사폭격 252회◆
7MxiQ4v0EnE,17.14.11,Daang ( Full Video ) | Mankirt Aulakh | Sukh Sanghera | Latest Punjabi Song 2017 | Speed Records,Speed Records,10,2017-11-11T16:41:15.000Z,"punjabi songs|""punjabi bhangra""|""punjabi music""|""punjabi bhangra music""|""punjabi latest songs""|""punjabi romantic songs""|""punjabi sad songs""|""punjabi""|""bhangra""|""latest punjabi songs 2017""|""punjab""|""desi""|""speed records""|""mankirt new song""|""daang""|""sukh sanghera""|""deep kahlon""|""mankirt aulakh""",5718766,127478,7134,8063,https://i.ytimg.com/vi/7MxiQ4v0EnE/default.jpg,FALSE,FALSE,FALSE,Song - Daang\nSinger - Mankirt Aulakh\nFacebook - https://www.facebook.com/mankirtaulakh\nInstagram - https://www.instagram.com/mankirtaulakh\nSnapchat - Mankirtaulakh\nMusic - MixSingh \nLyrics - Deep Kahlon\nSpecial Thanks - Sanjeev Sharma\nProject By - Gurpreet Khetla\nVideo - Sukh Sanghera\nOnline Promotion - Gold Media\nLabel - Speed Records \n\nItunes - http://abc.digital/dng1\nApple Music - http://abc.digital/dng2\nHungam - http://bit.ly/2jmDowU\nSaavn - http://bit.ly/2zF50S5\nGaana - http://bit.ly/2AyGxNF\n\nLike || Share || Spread || Love \n  \nEnjoy & stay connected with us!\n► Subscribe to Speed Records : http://bit.ly/SpeedRecords\n► Like us on Facebook: https://www.facebook.com/SpeedRecords\n► Follow us on Twitter: https://twitter.com/Speed_Records\n► Follow us on Instagram: https://instagram.com/Speed_Records\n► Follow on Snapchat : https://www.snapchat.com/add/speedrecords\n  \nVirasat Facebook Link - https://m.facebook.com/Virasat-152196...\nOops TV Facebook Link - https://m.facebook.com/oopstvfun/\n\nFoodies -\nInstagram - http://instagram.com/speedfoodies\nFacebook - http://bit.ly/2yvcBB9\nSnapchat - https://www.snapchat.com/add/officialfoodies\n\nPoon Poon - \nSnapchat- https://www.snapchat.com/add/poonpoon0001\nYoutube-  youtube.com/channel/UC82dRFIxmjA293G7tYunPWQ\nFacebook - https://www.facebook.com/officialpoonpoon\nInstagram - https://instagram.com/poonpoonofficial
QLOT92uIITo,17.14.11,Saada Time | Dhira Gill | Maha Film | Full Video | Latest Punjabi Song 2017,Maha Film,10,2017-11-11T05:44:45.000Z,"new punjabi songs 2017|""latest punjabi songs 2017""|""punjabi songs 2017""|""dhira gill""|""saada time""|""harry sharan""|""maha film""|""dope digital""",753347,3718,141,294,https://i.ytimg.com/vi/QLOT92uIITo/default.jpg,FALSE,FALSE,FALSE,"#SaadaTime New Single By #DhiraGill\n\nSong- Saada Time\nSinger- Dhira Gill\nMusic- Harry Sharan\n\nLyrics- Rana Mohnpuria\n\nProducer - Ajit Babbar & Palak Aujla \n\nDirector - Jind's\n\nDOP - Japjeet Singh\n\nEditor/Associate Dir. -Parminder Virdi\n\nVideo - Brain Hackerz\n\nSpecial Thanks- Laadi Sidhupur,Harbhajan Harry, Dheeraj Kumar\n\nLabel - Saran Babbar Production & Maha Music & Films\n \nContact Maha Films - 7087002746\nContact Ajit Babbar - 9915313351\n\n\n► Like us on Facebook:https://www.facebook.com/mahafilms/\n► Follow us on Instagram: https://instagram.com/MahaFilmz"
gjUSs3Jd4hM,17.14.11,딸기모찌와 짱뚱어탕을 처음 먹어본 모델!! ㅋㅋㅋ (338/365) Model Tries MUDFISH Soup!! lol,에밀튜브 - EmilTUBE,22,2017-11-13T12:00:02.000Z,"한국|""에밀튜브""|""에밀""|""영국 요리사의 한국 음식 투어""|""영국 가족""|""British family""|""vlog""|""emiltube""|""투어""|""korean travel""|""korea""|""seoul""|""british mum""|""(322/365)""|""(323/365)""|""(334/365)""|""(335/365)""|""Model's Reaction To COCKLES In KOREA!""|""미국인이 한국 던킨 도넛을 처음 먹어본 반응!!!""|""(336/365)""|""American Tries KOREAN Dunkin Donuts!!!""|""순천만국가정원!! + 미국 모델의 떡갈비 첫 입!""|""(337/365)""|""Day Travelling In KOREA! CRABS & MUD!""|""딸기모찌와 짱뚱어탕을 처음 먹어본 모델!! ㅋㅋㅋ""|""(338/365)""|""Model Tries MUDFISH Soup!! lol""",26785,946,19,195,https://i.ytimg.com/vi/gjUSs3Jd4hM/default.jpg,FALSE,FALSE,FALSE,"네 그래서 다음 4주 동안 저랑 존은 지금까지의 한국 여행은 동네 마실 처럼 보일 정도로 큰 규모의 한국 여행을 할 거예요! 일단 첫 주는 서울에서 보낼 거고, 그 후로는 본격적인 한국 여행이 시작되는 거죠. 영상은 늘 그렇듯이 하루에 하나씩 올라올 거고요, 여러분들의 구독과 좋아요는 저희에게 큰 힘이 될 거예요!\n\n매일 브이로그를 (영상일기) 올리는 채널! 그리고 1년 동안 매일 오후 9시에 영상을 올리는 도전 중입니다!\nDaily Vlog Channel about Korea and England! New video every day at 9pm! (KST) \n\n구독!!: https://goo.gl/Kjj25A\n\nSubscribe!!: https://goo.gl/Kjj25A\n\n에밀 인스타: emiltube\n\nMy Insta: emiltube\n\n섭외 문의: emilpriceteacher@gmail.com\n\nAll Business Enquires: emilpriceteacher@gmail.com\n\n우리 자막 제공자 - 올빼미항공\n\nTranslator - Owl Aviation\n\n에밀튜브 자막 만들기 - https://goo.gl/uR549v\n(되게 감사하겠습니다 ㅠㅠ)\n\nHelp out with subtitles - https://goo.gl/uR549v\n\n제가 쓰는 노트북: https://goo.gl/qaT9nV\n\n제가 쓰는 카메라: https://goo.gl/axY49b\n\n제가 쓰는 크~은 렌즈: https://goo.gl/vbDtc6\n\n제가 쓰는 짝은 렌즈: https://goo.gl/zuwrnQ\n\n제가 쓰는 마이크: https://goo.gl/x6kzJC\n\n제가 쓰는 삼각대: https://goo.gl/udD3pd\n\n\n제 정보\n\n이름: 에밀\n국적: 영국\n생일: 92/05/31\n\nAbout me:\n\nName: Emil\nCountry: England\nAge: 25"
#NAME?,17.14.11,[영화걸작선] 37회 - 장산범,거의없다,1,2017-11-11T13:56:14.000Z,"영화걸작선|""영화""|""애니""|""demasian""|""거의없다""|""없다""|""걸작선""|""망한영화""|""무비""|""리뷰""|""한국영화""|""해외영화""|""영화리뷰""|""movie""|""review""|""트레일러""|""trailer""|""스포""|""욕설""|""망작""|""염정아""|""박혁권""|""The Mimic""|""숨바꼭질""|""허정 감독""|""드림캡쳐""|""장산범""|""성대모사""|""귀신""|""공포영화""|""호러영화""|""떡밥""|""허진""|""신린아""|""방유설""|""이준혁""|""길해연""|""장산동굴""|""목소리""|""맥거핀""|""고구마""|""발암""|""미아방지""|""무당""|""웹툰 장산범""|""도시전설""|""부산 해운대구 장산""|""컨저링""",78134,3126,28,615,https://i.ytimg.com/vi/-JPy_nBFDtc/default.jpg,FALSE,FALSE,FALSE,"좋은 패 잔뜩 들고 뭐하는거야...  공포영화를 줘, 고구마 말고!!\n잘 나가던 이 영화, 어디로 빠지는지 한번 지켜봅니다.\n▼▼▼▼▼ 더보기! ▼▼▼▼▼ \n*프로그램 정보*\n업데이트: 매주 금요일\n프로그램 홈페이지: http://www.demasian.com/tv/6207"
JzYfGVwZ7dQ,17.14.11,드래곤볼 슈퍼 116화 30초 무삭제 예고편 : 풀파워 극의 에네르기파 케프라에게 작렬!,뱃츄 유튜브,1,2017-11-12T09:11:02.000Z,"dragonball super|""드래곤볼 슈퍼""",73676,276,11,279,https://i.ytimg.com/vi/JzYfGVwZ7dQ/default.jpg,FALSE,FALSE,FALSE,
nUZZs9dOMJ0,17.14.11,[FULL ALBUM] Wanna One (워너원) - 1-1=0 (NOTHING WITHOUT YOU) [Repackage Album],fastandfurious996,22,2017-11-13T09:18:17.000Z,Music,144091,5287,107,534,https://i.ytimg.com/vi/nUZZs9dOMJ0/default.jpg,FALSE,FALSE,FALSE,"Wanna One (워너원) – 1-1=0 (NOTHING WITHOUT YOU)  \nRelease Date: 2017.11.13\nGenre: Dance, Ballad\nLanguage: Korean\n\n\nTrack List:\n01. Nothing Without You (intro)\n02. Beautiful *Title\n03. 갖고 싶어\n04. Twilight\n05. Burn It Up (Prequel Remix)\n06. Energetic (Prequel Remix)\n07. Wanna Be (My Baby)\n08. 에너제틱 (Energetic)\n09. 활활 (Burn It Up)\n10. To Be One (outro)"
kJmJ_qTgBb8,17.14.11,미군이 험비 대신 구입하는 한국형 소형전술차량 KLTV,밀덕곰 TV,24,2017-11-12T16:03:02.000Z,[none],200053,791,133,177,https://i.ytimg.com/vi/kJmJ_qTgBb8/default.jpg,FALSE,FALSE,FALSE,"*구독하기, 좋아요는 더 좋은 영상을 만드는 힘입니다.\n*유튜브 구독은 영상 내의 '구독' 버튼을 눌러주세요.\n\n*배경음악:\nHYP - Opening\nHYP - Thinking Of You"
dRMuDqHp9dI,17.14.11,그냥 넘어가는 일이 없는 외교참사 이번에는 중국,뉴스데일리베스트,25,2017-11-13T05:35:03.000Z,"뉴스데일리베스트|""데일리베스트뉴스""|""데일리베스트""|""알파순""|""뉴스""|""정규재TV""|""신의한수""|""황장수TV""|""한중정상회담""|""한중정상회담베트남""|""베트남한중정상회담""|""문재인시진핑""|""시진핑문재인""|""한국정상회담결과""|""사드갈등""|""중국사드""|""사드중국""|""외교참사""|""강경화""|""강경화외교부장관""|""중국3불""",30298,2216,24,318,https://i.ytimg.com/vi/dRMuDqHp9dI/default.jpg,FALSE,FALSE,FALSE,"그러나 중국 측 발표를 보면 시 주석은 장시간 동안 사드 문제를 조목조목 얘기했고, 이에 문제인은 사드는 중국을 겨냥한 것이 아니다는 해명까지 한 것으로 알려졌습니다.. \n이 때문에 청와대가 사드 문제에 대한 시 주석의 긍정적 평가만 취사선택해서 브리핑한 것 아니냐는 지적이 나왔습니다.\n여러분께서 지금 이영상을 보시고 포털등에 한중정상회담이라고 검색해보시면 알겠지만, 이번 한중정상회담과 관련 장미빛 기사들이 넘처나고 있습니다. \n정상회담의 결과를 의도적으로 발표한 청와대도 문제, 그리고 이를 그대로 받아쓰기하는 한국언로도 문제, 사태가 이정도까지 이르니, 도대체 무엇을 믿고, 무엇을 믿지 말아야 하는지, 또한 무엇이 감춰지고 있는지 답답할 지경입니다. \n월 만원 자발적 구독료 후원\n(국내) 신한은행 110-479-077775     민들레\n(해외) 하나은행 692-910001-36038  MIN DEUL REA"
Tjo4s7AMpfM,17.14.11,해외직구한 아이폰 X 개통방법 및 꼭! 해야할 것 총정리. 직구하신분들 꼭! 참고하세요!(How to use iPhone X in Korea),잇섭의 it 다잇섭,28,2017-11-12T12:10:32.000Z,"아이폰X|""한국사용""|""해외직구""|""해외구입""|""해외스마트폰""|""국내사용""|""개통""|""한국개통""|""KT""|""유심""|""T-Mobile""|""volte""|""총정리""|""직구""|""사용방법""|""iPhone X""|""Korea""|""Smartphone""|""USIM""",45357,955,36,891,https://i.ytimg.com/vi/Tjo4s7AMpfM/default.jpg,FALSE,FALSE,FALSE,"애플 아이폰 X 국내 사용에 대한 자세한 정보는 클릭해주세요!\n\n★ Spec\n 모델명 : 애플 아이폰 X(Apple iPhone X)\n 프로세서 : 애플 A11 Bionic\n 메모리 : 3GB\n 스토리지 : 64GB/256GB\n 디스플레이 : 5.85인치 OLED 디스플레이(2436x1125 해상도)\n 배터리 : 2,715mAh\n 무게 : 약 174g\n 색상 : 스페이스 그레이, 실버\n새로운점 : OLED 디스플레이, Face ID, 듀얼 OIS 탑재 등\n 가격 : 직구가격(64GB 약 125만원/256GB 약 145만원)\n\n\n★ 꼭! 해야할 것\n 1) 유심기변(유심만 넣으면 바로 사용가능. 잘 안된다면 비행기모드 2~3번)\n 2) voLTE 등록(통신사 114에 전화걸어 쉽게 등록가능)\n 3) 확정기변(해도되고 안해도 됨)\n\n\n★ Sponsorship\n - 본 영상에 등장한 KT 관련된 부분은 사전 동의와 일부 지원을 받았습니다.\n\n\n★ 잇섭의 it 다잇섭\n E-MAIL - kdsk3622@gmail.com\n FACEBOOK - https://www.facebook.com/ItSeopp/\n INSTAGRAM - https://www.instagram.com/yongseopppp/"
swKs9PC5Krg,17.14.11,피부과 레이저 시술 롤플레이 Dermatologist Laser Treatment RP,Dana ASMR,22,2017-11-12T13:58:35.000Z,"Dana|""데이나""|""다나""|""ASMR""|""Dana ASMR""|""한국 ASMR""|""Korea ASMR""|""Korean""|""Korean ASMR""|""피부과asmr""|""피부asmr""|""피부과 롤플""|""dermatologist""|""dermatologist asmr""|""dematologist roleplay""|""laser asmr""|""asmr dermatologist""|""asmr roleplay""|""롤플레이asmr""|""피부관리asmr""|""스킨케어asmr""|""팩asmr""|""asmr 스킨""|""asmr 피부과""|""레이저 asmr""|""asmr팩""|""modeling mask asmr""|""asmr mask""|""시술asmr""|""asmr시술""",130842,3599,31,648,https://i.ytimg.com/vi/swKs9PC5Krg/default.jpg,FALSE,FALSE,FALSE,"*타임라인 Timeline*\n1. 안내 데스크  Front Desk 00:20 - 1:30\n2. 원장실 상담 Treatment Consultation 1:32 - 7:50\n3. 클렌징 폼 Applying Cleansing Foam 9:15 - 12:50\n4. 해면으로 쓱쓱 Removing Cleanser with Sponge 13:20 - 15:34\n5. 레이저 젤 얹기 Applying Laser Gel 15:40 - 19:28\n6. 레이저 시술 Laser Treatment 21:30 - 29:00\n7. 집중 레이저 치료 Concentrated Laser Treatment 29:03 - 32:12\n8. 해면으로 쓱쓱 Removing Gel with Sponge 33:39 - 34:36\n9. 진정 젤 얹기 Applying Soothing Gel 34:38 - 38:52\n10. 모델링 진정 팩 섞기 Mixing Modeling Mask 39:10 - 42:00\n11. 모델링 진정 팩 도포 Applying Modeling Mask  42:06 - 43:43\n12. 팩 제거 Removing Modeling Mask 43:45 - end\n\n안녕하세요 귀로 듣는 피부과 레이저 시술샵입니다 :)\n있던 주근깨도 없던 홍조도 모두 다 없애드립니다 삑삑-\n\n업로드가 한시간 가량 늦은 점 정말 죄송합니다ㅠㅠ\n다음에는 한 시간 일찍 올게요ㅠㅠㅠㅠ!!!!!\n\n* ASMR이란? *\nASMR(Autonomous Sensory Meridian Response) 이란 시각적, 촉각적, 청각적, 후각적, 혹은 인지적 자극에 반응하여 나타나는 심리적 안정감이나 쾌감 등의 감각적 경험을 의미합니다. 쉽게 풀어서 말씀드리면, 어렸을 때 엄마가 무릎에 머리를 앉혀놓고 귀를 파주었을 때나 미용실에서 미용사가 머리카락을 잘라주거나 샴푸를 할 때 잠이 솔솔 왔던 경험, 혹은 바다나 산 등의 자연소리를 들으면 마음이 편안해지고 안정되는 느낌을 받았던 적이 한번씩 있으셨을 꺼예요. 이런 여러 상황들 속에서 촉각,청각,시각 등등을 통해 편안함을 느끼게 되는 것을 ASMR 이라고 합니다\n\n*ASMR 누가, 왜 들어요?*\n주로 영상을 보시는 분 들은 불면증, 수면 불규칙, 혹은 공부할 때 집중하기 위한 용도로 많이 사용하십니다. 단순히 마음이 편안해지고 싶거나 혹은 특정 소리를 좋아하셔서 찾아보시는 분 들도 있습니다. (팅글 팅글. 느낄 때마다 좋은 tingle을 찾아서 asmr 여행 삼만리)\n\n*ASMR?*\nASMR(Autonomous Sensory Meridian Response) is a sensible experience like psychological relaxation or pleasant as a reaction of visual, touching, hearing, smell or recognition stimuli. For example, while your mother cleaned your ears or a hairdresser cut and shampoo your hair, you felt drowsy. Or when you go to the mountains or sea, you feel relaxed and calm through listening the sound of nature. This process is called ASMR which you feel comfort and relax under certain circumstances.\n\n*Who & Why listen ASMR?*\nMostly, people who have insomnia, sleeping disorder and who want to focus on something, like studying, listen to ASMR. Of course, there are some people who want to be relaxed or who like to listen to certain kinds of sounds also listen to ASMR.\n(Tingle. Tingle.)\n\n일상채널 Vlog Channel 함다박다 hamdaparkda https://www.youtube.com/channel/UCIOw3T3yL3uPlEpOmY3-y8A\n\nInstagram http://instagram.com/dana_asmr\n\nPatreon https://www.patreon.com/danaasmr\n\nNaver Blog http://blog.naver.com/daham94\n\nEmail daham94@hanmail.net"
Rd9SLEKpiYk,17.14.11,김어준의 뉴스공장 11월 13일 (월) 전체 풀버전 정청래 박범계 최강욱 김준형 임상훈 / 이명박 출국 인터뷰 내용+ 이동관 등 김은지 기자,뉴스 구독,25,2017-11-13T00:09:15.000Z,"김어준의 뉴스공장|""김어준뉴스공장""|""김어준""|""뉴스""|""공장""|""김어준의""|""뉴스공장""|""11월""|""13일""|""전체""|""풀버전""|""정청래""|""김준형""|""임상훈""|""박범계""|""최강욱""|""시사인""|""김은지""|""김은지 기자""|""이동관""|""이명박""|""출국""|""인터뷰""",16277,172,17,22,https://i.ytimg.com/vi/Rd9SLEKpiYk/default.jpg,FALSE,FALSE,FALSE,"좋아요, 구독, 공유 부탁해요 :) 김어준의 뉴스공장 11월 13일 (월) 전체 풀버전 정청래 박범계 최강욱 김준형 임상훈 / 이명박 출국 인터뷰 내용+ 이동관 등 김은지 기자"
c64I9HNpiOY,17.14.11,Padmavati : Ek Dil Ek Jaan Video Song | Deepika Padukone | Shahid Kapoor | Sanjay Leela Bhansali,T-Series,10,2017-11-11T06:14:19.000Z,"Ek Dil Ek Jaan Video Song|""'Ek Dil Ek Jaan'""|""Ek Dil Ek Jaan Video""|""Padmavati""|""Padmavati songs""|""Padmavati movie song""|""deepika padukone""|""ranveer singh""|""ghoomar""|""padmavati song""|""Deepika Padukone""|""Shahid Kapoor""|""Sanjay Leela Bhansali""|""Padmavati Deepika Padukone""|""Ghoomar""|""Ghoomar Deepika Padukone""|""Padmavati Songs""|""new hindi songs""|""hindi songs""|""shahid kapoor""|""sanjay leela bhansali""|""indian songs""|""padmavati songs""|""love song""|""love song 2017""|""do dil ek jaan""",10588371,132738,8812,10847,https://i.ytimg.com/vi/c64I9HNpiOY/default.jpg,FALSE,FALSE,FALSE,"Presenting the song 'Ek Dil Ek Jaan' from Padmavati in the voice of Shivam Pathak, Music by Sanjay Leela Bhansali and Lyrics by A M Turaz.  \n\nPadmavati starring Ranveer Singh, Deepika Padukone, Shahid Kapoor, Aditi Rao Hydari and Jim Sarbh. Directed by Sanjay Leela Bhansali and Produced by Viacom18 Motion Pictures and Bhansali Productions, is slated to release on 1st December 2017.\n\n♪ Available on ♪\niTunes : http://bit.ly/Ek-Dil-Ek-Jaan-iTunes\nHungama : http://bit.ly/Ek-Dil-Ek-Jaan-Hungama\nSaavn : http://bit.ly/Ek-Dil-Ek-Jaan-Saavn\nGaana : http://bit.ly/Ek-Dil-Ek-Jaan-Gaana\nApple Music : http://bit.ly/Ek-Dil-Ek-Jaan-Apple-Music\nGoogle Play : http://bit.ly/Ek-Dil-Ek-Jaan-Google-Play\n\nSong Credits :\n♪Song: Ek Dil Ek Jaan\n♪Singer: Shivam Pathak\n♪Music: Sanjay Leela Bhansali\n♪Lyrics:  A M Turaz\n♪Music Label: T-Series\n♪Song Produced: Sanchit Balhara,\n♪Qawwali Singers: Mujtaba Aziz Naza, Kunal Pandit, Farhan Sabri\n♪Songs Recorded, Mixed & Mastered: Tanay Gajjar at Flutter Studio.\n♪Assisted: Rupak Thakur\n___\nEnjoy & stay connected with us!\n► Subscribe to T-Series: http://bit.ly/TSeriesYouTube\n► Like us on Facebook: https://www.facebook.com/tseriesmusic\n► Follow us on Twitter: https://twitter.com/tseries\n► Follow us on Instagram: http://bit.ly/InstagramTseries"
